Dennis Lillee,0,25.0,11.0,42.0,27.0,19.0,27.0,19.0,73.0,15.0,2.0,14.0,10.0
Chris Lynn,44.0,16.0,17.0,33.0
Nathan Lyon,12.0,47.0,14.0,33.0,34.0,23.0,18.0,40.0,14.0
Glenn Maxwell,113.0,103.0,104.0,145.0,102.0,93.0,92.0,56.0
Rick McCosker,20.0,95.0,33.0,107.0,109.0,127.0
Rod McCurdy,8.25
Craig McDermott,15.0,21.0,31.0,35.0,40.0,42.0,0.0,32.0,32.0,33.0,37.0,36.0,4.0
Stuart MacGill,2.0,0,29.0,22.0,17.0,4.0,20.0,1.0,19.0,17.0,43.0
Glenn McGrath,5.0,8.0,20.0,61.0,14.0,8.0,21.0,14.0,39.0,14.0,20.0,24.0,10.0,9.0,0.0
Clinton McKay,2.0,30.0,28.0,6.0,10.0
Garth McKenzie,11.0,19.0,59.0,38.0,29.0,34.0,20.0,76.0,39.0,16.0,34.0
John Maclean,7.66,13.4
Ken MacLeay,21.0,15.0,41.0
John Maguire,15.0,4.0
Jimmy Maher,49.0,95.0,13.0
Ashley Mallett,25.0,16.0,31.0,11.0,0,20.0,28.0,19.0,11.0,43.0
Mick Malone,15.0,46.0
Graham Manou,14.0
Geoff Marsh,78.0,113.0,86.0,138.0,101.0,126.0,125.0,30.0
Mitch Marsh,101.0,181.0,102.0,64.0,89.0,22.0,13.0,36.0
Rod Marsh,66.0,50.0,53.0,54.0,91.0,42.0,110.0,38.0,61.0,132.0,97.0,118.0,92.0,44.0
Shaun Marsh,131.0,156.0,126.0,130.0,182.0,148.0,151.0,11.0,141.0,83.0,112.0,81.0
Damien Martyn,101.0,165.0,161.0,101.0,133.0,144.0,116.0,59.0,30.0,59.0,74.0,67.0
Bob Massie,22.0,10.0
Greg Matthews,79.0,96.0,128.0,35.0,5.0,17.0,130.0,115.0,22.0,75.0
Tim May,10.0,11.0,42.0,0,24.0,14.0,15.0
Joe Mennie,2.75
Tom Moody,56.0,63.0,4.0,8.0,101.0,51.0,89.0,106.0,8.0
Dirk Nannes,16.0,3.5
Michael Neser,4.0
Ashley Noffke,0,0.0
Marcus North,128.0,125.0
Simon O'Donnell,71.0,74.0,57.0,54.0,74.0
Kerry O'Keeffe,48.0,3.0,85.0,40.0,40.0,27.0
Tim Paine,45.0,62.0,57.0,21.0,92.0,111.0
Joel Paris,0
Len Pascoe,15.0,7.0,30.0,0,20.0
James Pattinson,1.0,2.0,4.0,35.0,42.0,37.0
Wayne B. Phillips,62.0,91.0,120.0,159.0,0
Ricky Ponting,221.0,104.0,209.0,150.0,158.0,134.0,196.0,207.0,98.0,257.0,154.0,157.0,141.0,197.0,145.0,127.0,123.0,96.0
Graeme Porter,3.0
Carl Rackemann,9.0,6.0,15.0,0,12.0,2.0,4.0
Ian Redpath,103.0,105.0,159.0,79.0,135.0,72.0,171.0,132.0,92.0,80.0,69.0,17.0,97.0
Bruce Reid,5.0,5.0,3.0,8.0,10.0,8.0,13.0
Paul Reiffel,9.0,17.0,79.0,56.0,23.0,58.0,51.0,23.0
Jhye Richardson,29.0,14.0,0.0
Kane Richardson,5.0,14.0,0.0,19.0,9.0,0.0
Greg Ritchie,35.0,92.0,146.0,84.0,106.0
Steve Rixon,11.0,20.0,54.0,50.0
Gavin Robertson,57.0,1.0,5.0
Richie Robinson,22.75
Luke Ronchi,0.0,65.0,80.0,170.0,99.0,49.0,11.0,64.0
Gurinder Sandhu,0
Craig Serjeant,26.16,21.61
D'Arcy Short,38.5,31.47
Peter Siddle,10.0,10.0,49.0,9.0,28.0,51.0,30.0,43.0,40.0,35.0,23.0
Jamie Siddons,32.0
Bob Simpson,100.0,176.0,20.0,109.0,225.0,201.0,311.0,91.0,71.0,92.0,92.0,23.0,60.0
Michael Slater,96.0,143.0,169.0,113.0,17.0,53.0,219.0,176.0,168.0
Steve Smith,73.0,106.0,117.0
Steve Smith,83.0,239.0,165.0,215.0,192.0,138.0,21.0,54.0,77.0
Keith Stackpole,50.0,142.0,114.0,136.0,207.0,103.0,32.0,35.0,134.0
Billy Stanlake,0.0,7.0,1.0
